,Index,Well,Leg,Formation,Biozone,Measured Depth (ft),Footage Drilled / hr ,WHP (psig),SiBHP (psig),BHP (psig),Difference,Reservoir Gas Rate (MMSCF/D),BHT (DegF),"Comments, post SNOC input"
1012,1288,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12354.0,15.0,179.7,1004,975,29.0,1.33,,
1013,1289,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12369.0,21.0,177.6,1004,982,22.0,1.37,,
1014,1290,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12390.0,22.0,190.9,1004,981,23.0,1.34,,
1015,1291,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12412.0,7.0,175.6,1004,978,26.0,1.32,,
1016,1292,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12419.0,3.0,178.2,1004,979,25.0,1.48,,
1017,1293,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12422.0,19.0,167.1,1004,982,22.0,1.15,,
1018,1294,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12441.0,8.0,127.0,1004,982,22.0,1.52,,
1019,1295,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12449.0,20.0,129.0,1004,980,24.0,1.21,,
1020,1296,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12469.0,31.0,133.0,1004,981,23.0,1.38,,
1021,1297,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12500.0,51.0,136.0,1004,985,19.0,1.64,,
1022,1298,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12551.0,45.0,135.0,1004,988,16.0,1.69,,
1023,1299,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12596.0,43.0,136.0,1004,996,8.0,1.69,,
1024,1300,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12639.0,73.0,128.0,1004,993,11.0,1.75,,
1025,1301,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12712.0,41.0,187.0,1004,987,17.0,1.47,,
1026,1302,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12753.0,46.0,157.0,1004,1002,2.0,1.49,,
1027,1303,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12799.0,49.0,153.0,1004,991,13.0,1.91,,
1028,1304,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12848.0,73.0,140.0,1004,1001,3.0,1.69,,
1029,1305,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12921.0,29.0,141.0,1004,991,13.0,1.61,,
1030,1306,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12950.0,38.0,140.0,1004,1003,1.0,1.88,,
1031,1307,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,12988.0,47.0,170.0,1004,985,19.0,1.6,,
1032,1308,SAJAA-05,LEG C,KHARAIB,27_K40 LOWER,13035.0,82.0,181.0,1004,988,16.0,2.0,,
1033,1309,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13117.0,15.0,153.0,1004,996,8.0,2.2,,
1034,1310,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13132.0,47.0,148.0,1004,996,8.0,2.1,,
1035,1312,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13189.0,5.0,143.6,1004,996,8.0,2.0,,
1036,1313,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13194.0,16.0,152.0,1004,995,9.0,2.19,,
1037,1314,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13210.0,14.0,147.0,1004,992,12.0,2.19,,
1038,1315,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13224.0,10.0,148.0,1004,985,19.0,2.7,,
1039,1316,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13234.0,14.0,146.0,1004,982,22.0,2.27,,
1040,1317,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13248.0,28.0,148.0,1004,974,30.0,2.55,,
1041,1318,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13276.0,9.0,136.0,1004,998,6.0,2.27,,
1042,1319,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13285.0,21.0,138.0,1004,995,9.0,2.17,,
1043,1321,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13330.0,6.0,140.0,1004,990,14.0,3.0,,
1044,1322,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13336.0,15.0,178.0,1004,978,26.0,1.56,,
1045,1323,SAJAA-05,LEG C,KHARAIB,26_K40 UPPER,13351.0,35.0,181.0,1004,983,21.0,2.35,,
1046,1324,SAJAA-05,LEG C,KHARAIB,25_K50,13386.0,29.0,185.0,1004,979,25.0,2.22,,
1047,1325,SAJAA-05,LEG C,KHARAIB,25_K50,13415.0,44.0,171.0,1004,970,34.0,2.1,,
1048,1326,SAJAA-05,LEG C,KHARAIB,25_K50,13459.0,14.0,175.0,1004,971,33.0,2.0,,
1049,1327,SAJAA-05,LEG C,KHARAIB,25_K50,13473.0,13.0,177.0,1004,965,39.0,2.0,,
1050,1328,SAJAA-05,LEG C,KHARAIB,25_K50,13486.0,7.0,174.0,1004,972,32.0,2.02,,
1051,1329,SAJAA-05,LEG C,KHARAIB,25_K50,13493.0,7.0,164.0,1004,976,28.0,1.37,,
1052,1330,SAJAA-05,LEG C,KHARAIB,25_K50,13500.0,5.0,178.0,1004,976,28.0,2.09,,
1053,1331,SAJAA-05,LEG C,KHARAIB,25_K50,13505.0,9.0,167.0,1004,972,32.0,1.87,,
1054,1332,SAJAA-05,LEG C,KHARAIB,25_K50,13514.0,9.0,160.0,1004,975,29.0,1.79,,
1055,1333,SAJAA-05,LEG C,KHARAIB,25_K50,13523.0,6.0,157.0,1004,977,27.0,1.83,,
1056,1334,SAJAA-05,LEG C,KHARAIB,25_K50,13529.0,11.0,158.0,1004,976,28.0,1.48,,
1057,1335,SAJAA-05,LEG C,KHARAIB,25_K50,13540.0,6.0,162.0,1004,979,25.0,2.75,,
1058,1336,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13100.0,16.0,197.0,1004,945,59.0,1.83,,
1059,1337,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13116.0,34.0,201.0,1004,950,54.0,2.1,,
1060,1338,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13150.0,35.0,184.0,1004,954,50.0,1.76,,
1061,1339,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13185.0,9.0,188.0,1004,958,46.0,1.66,,
1062,1340,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13194.0,10.0,175.0,1004,964,40.0,1.92,,
1063,1341,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13204.0,11.0,175.0,1004,964,40.0,1.72,,
1064,1342,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13215.0,22.0,160.0,1004,972,32.0,1.31,,
1065,1343,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13237.0,9.0,183.0,1004,966,38.0,1.76,,
1066,1344,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13246.0,7.0,169.0,1004,977,27.0,0.96,,
1067,1345,SAJAA-05,LEG C (ST),KHARAIB,27_K40 LOWER,13253.0,9.0,165.0,1004,967,37.0,1.0,,
1068,1346,SAJAA-05,LEG B,SHUAIBA,18_S20,11406.0,17.0,223.0,1004,886,118.0,0.47,,
1069,1347,SAJAA-05,LEG B,SHUAIBA,19_S10,11423.0,17.0,259.0,1004,889,115.0,0.42,,
1070,1348,SAJAA-05,LEG B,SHUAIBA,19_S10,11440.0,13.0,260.0,1004,891,113.0,0.53,,
1071,1349,SAJAA-05,LEG B,SHUAIBA,19_S10,11453.0,33.0,233.0,1004,888,116.0,2.51,,
1072,1350,SAJAA-05,LEG B,SHUAIBA,19_S10,11486.0,40.0,171.0,1004,891,113.0,1.52,,
1073,1351,SAJAA-05,LEG B,SHUAIBA,19_S10,11526.0,24.0,139.0,1004,894,110.0,2.21,,
1074,1352,SAJAA-05,LEG B,KHARAIB,2_K90,11550.0,37.0,116.0,1004,898,106.0,0.67,,
1075,1353,SAJAA-05,LEG B,KHARAIB,2_K90,11587.0,24.0,127.0,1004,900,104.0,0.95,,
1076,1354,SAJAA-05,LEG B,KHARAIB,2_K90,11611.0,25.0,128.0,1004,898,106.0,1.23,,
1077,1355,SAJAA-05,LEG B,KHARAIB,20_K80 UPPER,11636.0,23.0,136.0,1004,902,102.0,1.3,,
1078,1356,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,11659.0,49.0,141.0,1004,903,101.0,1.43,,
1079,1357,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,11708.0,59.0,190.0,1004,908,96.0,1.17,,
1080,1358,SAJAA-05,LEG B,KHARAIB,23_K70,11767.0,57.0,138.0,1004,909,95.0,1.38,,
1081,1359,SAJAA-05,LEG B,KHARAIB,23_K70,11824.0,101.0,164.0,1004,909,95.0,1.5,,
1082,1360,SAJAA-05,LEG B,KHARAIB,23_K70,11925.0,47.0,176.0,1004,915,89.0,1.2,,
1083,1361,SAJAA-05,LEG B,KHARAIB,23_K70,11972.0,34.0,213.0,1004,915,89.0,0.81,,
1084,1362,SAJAA-05,LEG B,KHARAIB,23_K70,12006.0,31.0,198.0,1004,921,83.0,0.5,,
1085,1363,SAJAA-05,LEG B,KHARAIB,23_K70,12037.0,24.0,124.0,1004,914,90.0,1.4,,
1086,1364,SAJAA-05,LEG B,KHARAIB,23_K70,12061.0,44.0,128.0,1004,914,90.0,1.2,,
1087,1365,SAJAA-05,LEG B,KHARAIB,23_K70,12105.0,59.0,126.0,1004,915,89.0,1.31,,
1088,1366,SAJAA-05,LEG B,KHARAIB,23_K70,12164.0,39.0,126.0,1004,924,80.0,1.17,,
1089,1367,SAJAA-05,LEG B,KHARAIB,23_K70,12203.0,37.0,136.0,1004,917,87.0,1.53,,
1090,1368,SAJAA-05,LEG B,KHARAIB,23_K70,12240.0,29.0,123.0,1004,918,86.0,0.87,,
1091,1369,SAJAA-05,LEG B,KHARAIB,23_K70,12269.0,39.0,131.0,1004,913,91.0,1.47,,
1092,1370,SAJAA-05,LEG B,KHARAIB,23_K70,12308.0,53.0,128.0,1004,920,84.0,1.43,,
1093,1371,SAJAA-05,LEG B,KHARAIB,23_K70,12361.0,12.0,114.0,1004,914,90.0,1.65,,
1094,1372,SAJAA-05,LEG B,KHARAIB,23_K70,12373.0,22.0,120.0,1004,916,88.0,1.91,,
1095,1373,SAJAA-05,LEG B,KHARAIB,23_K70,12395.0,30.0,115.0,1004,914,90.0,1.52,,
1096,1374,SAJAA-05,LEG B,KHARAIB,23_K70,12425.0,39.0,119.0,1004,914,90.0,1.63,,
1097,1375,SAJAA-05,LEG B,KHARAIB,23_K70,12464.0,23.0,125.0,1004,914,90.0,2.03,,
1098,1376,SAJAA-05,LEG B,KHARAIB,23_K70,12487.0,12.0,126.0,1004,915,89.0,1.84,,
1099,1377,SAJAA-05,LEG B,KHARAIB,23_K70,12499.0,17.0,130.0,1004,914,90.0,2.04,,
1100,1378,SAJAA-05,LEG B,KHARAIB,23_K70,12516.0,53.0,130.0,1004,912,92.0,1.95,,
1101,1379,SAJAA-05,LEG B,KHARAIB,23_K70,12569.0,70.0,126.0,1004,912,92.0,1.94,,
1102,1380,SAJAA-05,LEG B,KHARAIB,23_K70,12639.0,35.0,122.0,1004,915,89.0,1.8,,
1103,1381,SAJAA-05,LEG B,KHARAIB,23_K70,12674.0,12.0,122.0,1004,913,91.0,1.8,,
1104,1382,SAJAA-05,LEG B,KHARAIB,23_K70,12686.0,14.0,123.0,1004,913,91.0,2.1,,
1105,1383,SAJAA-05,LEG B,KHARAIB,23_K70,12700.0,8.0,124.0,1004,918,86.0,2.05,,
1106,1384,SAJAA-05,LEG B,KHARAIB,23_K70,12708.0,22.0,127.0,1004,912,92.0,2.2,,
1107,1385,SAJAA-05,LEG B,KHARAIB,23_K70,12730.0,26.0,127.0,1004,911,93.0,2.16,,
1108,1386,SAJAA-05,LEG B,KHARAIB,23_K70,12756.0,10.0,123.0,1004,913,91.0,2.2,,
1109,1387,SAJAA-05,LEG B,KHARAIB,23_K70,12766.0,22.0,125.0,1004,913,91.0,1.96,,
1110,1388,SAJAA-05,LEG B,KHARAIB,23_K70,12788.0,43.0,122.0,1004,912,92.0,2.16,,
1111,1389,SAJAA-05,LEG B,KHARAIB,23_K70,12831.0,27.0,123.0,1004,916,88.0,2.23,,
1112,1390,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12858.0,24.0,117.0,1004,912,92.0,1.93,,
1113,1391,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12882.0,11.0,123.0,1004,913,91.0,2.13,,
1114,1392,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12893.0,22.0,125.0,1004,913,91.0,2.13,,
1115,1393,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12915.0,16.0,128.0,1004,912,92.0,2.2,,
1116,1394,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12931.0,10.0,128.0,1004,907,97.0,2.0,,
1117,1395,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12941.0,9.0,130.0,1004,905,99.0,2.3,,
1118,1396,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12950.0,11.0,127.0,1004,910,94.0,2.2,,
1119,1397,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12961.0,17.0,127.0,1004,911,93.0,2.16,,
1120,1398,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12978.0,11.0,126.0,1004,903,101.0,2.3,,
1121,1399,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,12989.0,18.0,126.0,1004,905,99.0,2.5,,
1122,1400,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,13007.0,35.0,126.0,1004,905,99.0,2.13,,
1123,1401,SAJAA-05,LEG B,KHARAIB,21_K80 MID/LOWER,13042.0,22.0,124.0,1004,907,97.0,2.3,,
1124,1402,SAJAA-05,LEG B,KHARAIB,23_K70,13064.0,38.0,126.0,1004,907,97.0,2.36,,
1125,1403,SAJAA-05,LEG B,KHARAIB,23_K70,13102.0,27.0,130.0,1004,910,94.0,2.16,,
1126,1404,SAJAA-05,LEG B,KHARAIB,23_K70,13129.0,17.0,125.0,1004,917,87.0,2.08,,
1127,1405,SAJAA-05,LEG B,KHARAIB,23_K70,13146.0,9.0,129.0,1004,915,89.0,2.12,,
1128,1406,SAJAA-05,LEG B,KHARAIB,23_K70,13155.0,13.0,125.0,1004,925,79.0,2.22,,
1129,1407,SAJAA-05,LEG B,KHARAIB,23_K70,13168.0,5.0,125.0,1004,915,89.0,2.39,,
1130,1408,SAJAA-05,LEG B,KHARAIB,23_K70,13173.0,25.0,127.0,1004,910,94.0,2.18,,
1131,1409,SAJAA-05,LEG B,KHARAIB,23_K70,13198.0,25.0,125.0,1004,912,92.0,2.15,,
1132,1410,SAJAA-05,LEG B,KHARAIB,23_K70,13223.0,29.0,124.0,1004,913,91.0,2.17,,
1133,1411,SAJAA-05,LEG B,KHARAIB,23_K70,13252.0,65.0,125.0,1004,917,87.0,2.26,,
1134,1412,SAJAA-05,LEG B,KHARAIB,23_K70,13317.0,10.0,161.0,1004,907,97.0,1.83,,
1135,1413,SAJAA-05,LEG B,KHARAIB,23_K70,13327.0,10.0,163.0,1004,908,96.0,1.73,,
1136,1414,SAJAA-05,LEG B,KHARAIB,23_K70,13337.0,21.0,148.0,1004,911,93.0,1.47,,
1137,1415,SAJAA-05,LEG B,KHARAIB,23_K70,13358.0,19.0,157.0,1004,911,93.0,1.7,,
1138,1416,SAJAA-05,LEG B,KHARAIB,23_K70,13377.0,18.0,141.0,1004,914,90.0,1.5,,
1139,1417,SAJAA-05,LEG B,KHARAIB,23_K70,13395.0,37.0,148.0,1004,908,96.0,1.97,,
1140,1418,SAJAA-05,LEG B,KHARAIB,23_K70,13432.0,13.0,115.0,1004,916,88.0,1.47,,
1141,1419,SAJAA-05,LEG B,KHARAIB,23_K70,13445.0,17.0,118.0,1004,918,86.0,1.45,,
1142,1420,SAJAA-05,LEG B,KHARAIB,23_K70,13462.0,25.0,118.0,1004,920,84.0,1.52,,
1143,1421,SAJAA-05,LEG B,KHARAIB,23_K70,13487.0,21.0,125.0,1004,921,83.0,2.17,,
1144,1422,SAJAA-05,LEG B,KHARAIB,23_K70,13508.0,14.0,114.0,1004,926,78.0,1.73,,
1145,1423,SAJAA-05,LEG B,KHARAIB,23_K70,13522.0,21.0,118.0,1004,927,77.0,1.5,,
1146,1424,SAJAA-05,LEG A,SHUAIBA,18_S20,11325.0,13.0,116.0,1004,859,145.0,2.92,,
1147,1425,SAJAA-05,LEG A,SHUAIBA,19_S10,11338.0,25.0,140.0,1004,857,147.0,2.59,,
1148,1426,SAJAA-05,LEG A,SHUAIBA,19_S10,11363.0,58.0,141.0,1004,856,148.0,2.68,,
1149,1427,SAJAA-05,LEG A,SHUAIBA,19_S10,11421.0,37.0,112.0,1004,868,136.0,1.21,,
1150,1428,SAJAA-05,LEG A,KHARAIB,2_K90,11458.0,56.0,126.0,1004,872,132.0,1.58,,
1151,1429,SAJAA-05,LEG A,SHUAIBA,18_S20,11514.0,16.0,145.0,1004,866,138.0,2.1,,
1152,1430,SAJAA-05,LEG A,SHUAIBA,18_S20,11530.0,52.0,135.0,1004,860,144.0,2.2,,
1153,1431,SAJAA-05,LEG A,SHUAIBA,17_S30,11582.0,19.0,109.3,1004,858,146.0,1.9,,
1154,1432,SAJAA-05,LEG A,SHUAIBA,17_S30,11601.0,23.2,105.8,1004,857,147.0,1.66,,
1155,1433,SAJAA-05,LEG A,SHUAIBA,17_S30,11624.2,14.0,107.3,1004,857,147.0,1.87,,
1156,1434,SAJAA-05,LEG A,SHUAIBA,17_S30,11638.2,18.8,105.3,1004,856,148.0,1.81,,
1157,1435,SAJAA-05,LEG A,SHUAIBA,17_S30,11657.0,15.6,107.0,1004,857,147.0,1.79,,
1158,1436,SAJAA-05,LEG A,SHUAIBA,17_S30,11672.6,15.0,107.6,1004,857,147.0,1.55,,
1159,1437,SAJAA-05,LEG A,SHUAIBA,17_S30,11687.6,14.6,112.5,1004,855,149.0,2.04,,
1160,1438,SAJAA-05,LEG A,SHUAIBA,17_S30,11702.2,34.1,107.1,1004,856,148.0,1.73,,
1161,1439,SAJAA-05,LEG A,SHUAIBA,17_S30,11736.3,17.5,110.7,1004,854,150.0,1.83,,
1162,1440,SAJAA-05,LEG A,SHUAIBA,17_S30,11753.8,20.7,111.5,1004,853,151.0,1.97,,
1163,1441,SAJAA-05,LEG A,SHUAIBA,16_S40,11774.5,27.5,117.5,1004,854,150.0,1.99,,
1164,1442,SAJAA-05,LEG A,SHUAIBA,16_S40,11802.0,9.0,137.0,1004,852,152.0,2.0,,
1165,1443,SAJAA-05,LEG A,SHUAIBA,16_S40,11811.0,10.0,133.0,1004,852,152.0,2.25,,
1166,1444,SAJAA-05,LEG A,SHUAIBA,16_S40,11821.0,7.0,137.0,1004,852,152.0,2.1,,
1167,1445,SAJAA-05,LEG A,SHUAIBA,16_S40,11828.0,12.0,132.0,1004,851,153.0,2.0,,
1168,1446,SAJAA-05,LEG A,SHUAIBA,16_S40,11840.0,11.0,135.0,1004,850,154.0,2.2,,
1169,1447,SAJAA-05,LEG A,SHUAIBA,16_S40,11851.0,11.0,131.0,1004,850,154.0,2.2,,
1170,1448,SAJAA-05,LEG A,SHUAIBA,16_S40,11862.0,18.0,139.0,1004,850,154.0,2.0,,
1171,1449,SAJAA-05,LEG A,SHUAIBA,15_S50,11880.0,14.0,139.0,1004,852,152.0,1.9,,
1172,1450,SAJAA-05,LEG A,SHUAIBA,15_S50,11894.0,15.0,142.0,1004,852,152.0,2.0,,
1173,1451,SAJAA-05,LEG A,SHUAIBA,15_S50,11909.0,9.6,140.0,1004,852,152.0,1.8,,
1174,1452,SAJAA-05,LEG A,SHUAIBA,15_S50,11918.6,20.2,120.2,1004,852,152.0,1.74,,
1175,1453,SAJAA-05,LEG A,SHUAIBA,14_S60,11938.8,34.4,120.8,1004,853,151.0,1.89,,
1176,1454,SAJAA-05,LEG A,SHUAIBA,13_S70,11973.2,30.0,122.8,1004,850,154.0,1.89,,
1177,1455,SAJAA-05,LEG A,SHUAIBA,13_S70,12003.2,48.4,120.1,1004,852,152.0,1.76,,
1178,1456,SAJAA-05,LEG A,SHUAIBA,13_S70,12051.6,48.8,120.8,1004,852,152.0,1.96,,
1179,1457,SAJAA-05,LEG A,SHUAIBA,13_S70,12100.4,26.9,126.3,1004,853,151.0,2.04,,
1180,1458,SAJAA-05,LEG A,SHUAIBA,13_S70,12127.3,45.1,124.5,1004,852,152.0,1.97,,
1181,1459,SAJAA-05,LEG A,SHUAIBA,13_S70,12172.4,59.6,124.2,1004,849,155.0,1.76,,
1182,1460,SAJAA-05,LEG A,SHUAIBA,11_S90,12232.0,20.0,139.0,1004,854,150.0,1.73,,
1183,1461,SAJAA-05,LEG A,SHUAIBA,11_S90,12252.0,26.0,135.0,1004,852,152.0,1.9,,
1184,1462,SAJAA-05,LEG A,SHUAIBA,11_S90,12278.0,17.0,138.0,1004,852,152.0,1.9,,
1185,1463,SAJAA-05,LEG A,SHUAIBA,11_S90,12295.0,16.0,140.0,1004,852,152.0,2.1,,
1186,1464,SAJAA-05,LEG A,SHUAIBA,11_S90,12311.0,19.0,138.0,1004,852,152.0,2.1,,
1187,1465,SAJAA-05,LEG A,SHUAIBA,11_S90,12330.0,43.0,139.0,1004,853,151.0,2.1,,
1188,1466,SAJAA-05,LEG A,SHUAIBA,11_S90,12373.0,47.0,136.0,1004,853,151.0,1.8,,
1189,1467,SAJAA-05,LEG A,SHUAIBA,11_S90,12420.0,27.0,137.0,1004,856,148.0,2.1,,
1190,1468,SAJAA-05,LEG A,SHUAIBA,11_S90,12447.0,14.0,137.0,1004,857,147.0,2.0,,
1191,1469,SAJAA-05,LEG A,SHUAIBA,11_S90,12461.0,38.0,119.2,1004,857,147.0,2.09,,
1192,1470,SAJAA-05,LEG A,SHUAIBA,11_S90,12499.0,12.1,119.3,1004,861,143.0,2.1,,
1193,1471,SAJAA-05,LEG A,SHUAIBA,11_S90,12511.1,19.7,115.4,1004,862,142.0,1.88,,
1194,1472,SAJAA-05,LEG A,SHUAIBA,11_S90,12530.8,25.4,109.0,1004,863,141.0,1.69,,
1195,1473,SAJAA-05,LEG A,SHUAIBA,11_S90,12556.2,20.7,109.2,1004,866,138.0,1.52,,
1196,1474,SAJAA-05,LEG A,SHUAIBA,11_S90,12576.9,22.4,103.6,1004,863,141.0,1.82,,
1197,1475,SAJAA-05,LEG A,SHUAIBA,11_S90,12599.3,25.2,113.6,1004,861,143.0,2.19,,
1198,1476,SAJAA-05,LEG A,SHUAIBA,11_S90,12624.5,36.5,117.5,1004,861,143.0,2.11,,
1199,1477,SAJAA-05,LEG A,SHUAIBA,11_S90,12661.0,26.2,114.2,1004,866,138.0,2.08,,
1200,1478,SAJAA-05,LEG A,SHUAIBA,11_S90,12687.2,16.0,117.8,1004,864,140.0,2.38,,
1201,1479,SAJAA-05,LEG A,SHUAIBA,11_S90,12703.2,24.5,115.4,1004,864,140.0,2.15,,
1202,1480,SAJAA-05,LEG A,SHUAIBA,11_S90,12727.7,42.3,115.4,1004,866,138.0,2.25,,
1203,1481,SAJAA-05,LEG A,SHUAIBA,11_S90,12770.0,56.0,134.0,1004,868,136.0,2.37,,
1204,1482,SAJAA-05,LEG A,SHUAIBA,11_S90,12826.0,35.0,137.0,1004,877,127.0,2.43,,
1205,1483,SAJAA-05,LEG A,SHUAIBA,11_S90,12861.0,31.0,149.0,1004,879,125.0,2.78,,
1206,1484,SAJAA-05,LEG A,SHUAIBA,11_S90,12892.0,23.0,136.0,1004,878,126.0,3.8,,
1207,1485,SAJAA-05,LEG A,SHUAIBA,11_S90,12915.0,16.0,133.0,1004,880,124.0,2.3,,
1208,1486,SAJAA-05,LEG A,SHUAIBA,11_S90,12931.0,12.0,125.0,1004,878,126.0,2.6,,
1209,1487,SAJAA-05,LEG A,SHUAIBA,11_S90,12943.0,21.0,136.0,1004,880,124.0,2.7,,
1210,1488,SAJAA-05,LEG A,SHUAIBA,11_S90,12964.0,17.0,130.0,1004,880,124.0,2.5,,
1211,1489,SAJAA-05,LEG A,SHUAIBA,11_S90,12981.0,13.8,138.0,1004,881,123.0,2.79,,
1212,1490,SAJAA-05,LEG A,SHUAIBA,11_S90,12994.8,8.2,106.8,1004,882,122.0,2.69,,
1213,1491,SAJAA-05,LEG A,SHUAIBA,11_S90,13003.0,9.4,109.1,1004,882,122.0,2.48,,
1214,1492,SAJAA-05,LEG A,SHUAIBA,11_S90,13012.4,10.4,117.8,1004,883,121.0,2.69,,
1215,1493,SAJAA-05,LEG A,SHUAIBA,11_S90,13022.8,8.2,116.9,1004,881,123.0,2.79,,
1216,1494,SAJAA-05,LEG A,SHUAIBA,11_S90,13031.0,20.8,117.3,1004,875,129.0,2.87,,
1217,1495,SAJAA-05,LEG A,SHUAIBA,11_S90,13051.8,25.5,117.3,1004,883,121.0,2.68,,
1218,1496,SAJAA-05,LEG A,SHUAIBA,11_S90,13077.3,13.6,119.7,1004,885,119.0,2.78,,
1219,1497,SAJAA-05,LEG A,SHUAIBA,11_S90,13090.9,16.2,117.8,1004,886,118.0,2.86,,
1220,1498,SAJAA-05,LEG A,SHUAIBA,11_S90,13107.1,40.3,116.1,1004,888,116.0,2.69,,
1221,1499,SAJAA-05,LEG A,SHUAIBA,11_S90,13147.4,20.6,111.0,1004,898,106.0,2.4,,
1222,1500,SAJAA-05,LEG A,SHUAIBA,11_S90,13168.0,23.0,135.0,1004,893,111.0,2.4,,
1223,1501,SAJAA-05,LEG A,SHUAIBA,11_S90,13191.0,23.0,137.0,1004,898,106.0,2.8,,
1224,1502,SAJAA-05,LEG A,SHUAIBA,11_S90,13214.0,46.0,137.0,1004,899,105.0,2.6,,
1225,1503,SAJAA-05,LEG A,SHUAIBA,12_S80,13260.0,37.0,142.0,1004,912,92.0,2.7,,
1226,1504,SAJAA-05,LEG A,SHUAIBA,13_S70,13297.0,21.0,136.0,1004,905,99.0,2.4,,
1227,1505,SAJAA-05,LEG A,SHUAIBA,13_S70,13318.0,48.0,114.0,1004,912,92.0,1.8,,
1228,1506,SAJAA-05,LEG A,SHUAIBA,13_S70,13366.0,18.0,106.0,1004,917,87.0,1.31,,
1229,1507,SAJAA-05,LEG A,SHUAIBA,13_S70,13384.0,16.0,121.0,1004,922,82.0,2.8,,
1230,1508,SAJAA-05,LEG A,SHUAIBA,13_S70,13400.0,36.0,125.0,1004,914,90.0,2.98,,
1231,1509,SAJAA-05,LEG A,SHUAIBA,13_S70,13436.0,14.8,79.9,1004,921,83.0,1.34,,
1232,1510,SAJAA-05,LEG A,SHUAIBA,13_S70,13450.8,36.0,97.8,1004,913,91.0,2.85,,
1233,1511,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10543.0,2.7,63.0,860,804,,1.233,,
1234,1512,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10545.7,2.4,58.0,860,793,,0.101,,
1235,1513,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10548.1,11.0,60.0,860,811,,0.076,,
1236,1514,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10559.1,5.8,65.2,860,840,,0.031,,
1237,1515,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10564.9,3.7,66.0,860,840,,-0.28,,
1238,1516,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10568.6,14.3,67.0,860,840,,0.244,,
